judul,caption,hashtag,kategori,platform,wilayah,tanggal
𝐇𝐞𝐚𝐫𝐭𝐬𝟐𝐇𝐞𝐚𝐫𝐭𝐬 𝐢𝐬 𝐡𝐞𝐫𝐞 𝐭𝐨 𝐬𝐚𝐲✨𝐇𝐄𝐋𝐋𝐎! ✨👋 Just a little chit-ch,"𝐇𝐞𝐚𝐫𝐭𝐬𝟐𝐇𝐞𝐚𝐫𝐭𝐬 𝐢𝐬 𝐡𝐞𝐫𝐞 𝐭𝐨 𝐬𝐚𝐲✨𝐇𝐄𝐋𝐋𝐎! ✨👋 Just a little chit-chat with our super kiyomideul Hearts2Hearts members! Aaaak! Gemaz! 😭🫶 Udah gak sabar kan liat kolaborasi 𝐛𝐚𝐫𝐞𝐧𝐛𝐥𝐢𝐬𝐬 𝐝𝐚𝐧 𝐇𝐞𝐚𝐫𝐭𝐬𝟐𝐇𝐞𝐚𝐫𝐭𝐬 selanjutnya? SAMA!  Seperti kata mereka, pantengin terus ya! So we can all stay connected like two hearts turning into one! 🩷🩵 #barenbliss #barenblissID #JoyfulCleanBeauty #barenblissXHearts2Hearts",#barenbliss #barenblissid #joyfulcleanbeauty #barenblissxhearts2hearts,Beauty & Skincare,TikTok,Indonesia,2026-01-25
winter season!😳❄️❄️ #makeuptransformation #douyin抖音 #makeupt,winter season!😳❄️❄️ #makeuptransformation #douyin抖音 #makeuptrend #winter #fyp,#makeuptransformation #douyin抖音 #makeuptrend #winter #fyp,Beauty & Skincare,TikTok,Indonesia,2026-01-25
best combo tahun ini🤩#makeuptransition #transisimakeup #fory,best combo tahun ini🤩#makeuptransition #transisimakeup #foryou #trending #fyp,#makeuptransition #transisimakeup #foryou #trending #fyp,Beauty & Skincare,TikTok,Indonesia,2026-01-25
transisi make up #makeuptransformation #makeuplook #makeupad,transisi make up #makeuptransformation #makeuplook #makeupaddict #makeupchallenge #douyin,#makeuptransformation #makeuplook #makeupaddict #makeupchallenge #douyin,Beauty & Skincare,TikTok,Indonesia,2026-01-25
Habis pedas terbitlah salju ❄️ seru banget main saljuuu samb,Habis pedas terbitlah salju ❄️ seru banget main saljuuu sambil ikutan Giveaway nya @mixueindonesia #SnowInMIXUE2025 🤩 siapa tau dapet Kamera Insta X yuhuuuu lumayan banget kaaann ✨ @Mixue Indonesia Store #SnowMIXUE2025 #inicia #iniciamukbang #gacoankuah,#snowinmixue2025 # #snowmixue2025 #inicia #iniciamukbang #gacoankuah,Kuliner,TikTok,Indonesia,2026-01-25
"PSB KELAPA GADING BENER BENER GAK BERHENTI JAJANANNYA, KALI ","PSB KELAPA GADING BENER BENER GAK BERHENTI JAJANANNYA, KALI INI GUA MAKAN TOMYAM !! #food #kuliner #jajan",#food #kuliner #jajan,Kuliner,TikTok,Indonesia,2026-01-25
Sosis indomaret keju pedes #inicia #iniciamukbang #sausage #,Sosis indomaret keju pedes #inicia #iniciamukbang #sausage #sosisindomaret #fyp,#inicia #iniciamukbang #sausage #sosisindomaret #fyp,Kuliner,TikTok,Indonesia,2026-01-25
@BYON COMBAT P cari lawan adu,@BYON COMBAT P cari lawan adu,#,Kuliner,TikTok,Indonesia,2026-01-25
Buruan serbu promo parfum 100ribuan BUY 1 GET 3 cuman 4 hari,"Buruan serbu promo parfum 100ribuan BUY 1 GET 3 cuman 4 hari aja 4 - 7 desember di @Heaven Scent Indonesia di The Park Mall Solo Baru #heavenscent
 #heavenscentperfumery 🥳🥳🥳",# #heavenscent #heavenscentperfumery,Kuliner,TikTok,Indonesia,2026-01-25
SPESIAL B1G1 DI PAKUWON MALL SOLO BARU‼️ Fixs sihh ini gabol,SPESIAL B1G1 DI PAKUWON MALL SOLO BARU‼️ Fixs sihh ini gaboleh kelewat kataku cuyy 😍 #pakuwonmallsolobaru #kulinersolo #jajansolo #buy1get1 #solo,#pakuwonmallsolobaru #kulinersolo #jajansolo #buy1get1 #solo,Kuliner,TikTok,Indonesia,2026-01-25
emang paling enak kalau makan seblak pedas yang lekoh lekoh ,emang paling enak kalau makan seblak pedas yang lekoh lekoh gini harus ada yang seger seger yah gak si?  pedas + seger dari teh buah emang perfect combo!!!,,Kuliner,TikTok,Indonesia,2026-01-25
EMANG IYA ADA YANG KEK GINI JUGA?! #fyp #tiktokkuliner #fory,EMANG IYA ADA YANG KEK GINI JUGA?! #fyp #tiktokkuliner #foryou #trendtiktok,#fyp #tiktokkuliner #foryou #trendtiktok,Kuliner,TikTok,Indonesia,2026-01-25
Mie ayam topping melimpah enak di pagotan wajib banget kalia,Mie ayam topping melimpah enak di pagotan wajib banget kalian coba guys #simaswajan #kulinermadiun #mieayam #mieayamenak,#simaswajan #kulinermadiun #mieayam #mieayamenak,Kuliner,TikTok,Indonesia,2026-01-25
BELINYA DI TAG LOKASI VIDEO INI YAK!!! #playtopia #playtopia,BELINYA DI TAG LOKASI VIDEO INI YAK!!! #playtopia #playtopiabogor #kulinerbogor #Serunyaditiktok #Marijan,#playtopia #playtopiabogor #kulinerbogor #serunyaditiktok #marijan,Kuliner,TikTok,Indonesia,2026-01-25
wah wah wah gebrakan baru kuliner lokal ini woy! Rasanya bed,wah wah wah gebrakan baru kuliner lokal ini woy! Rasanya beda!! #food #kuliner #jajan,#food #kuliner #jajan,Kuliner,TikTok,Indonesia,2026-01-25
TEMPAT LUCU DAN BISA DIY BONEKA DI CIBINONG CITY MALL!! BENE,"TEMPAT LUCU DAN BISA DIY BONEKA DI CIBINONG CITY MALL!! BENER LENGKAP UNIK DAN HARGA TERJANGKAU💖🔥🥳 Mumuso  Cibinong City Mall 2 LT. UGF Jl Tegar Beriman 1, Cibinong Bogor #mumuso #cibinongcitymall #cibinongviral",#mumuso #cibinongcitymall #cibinongviral,Kuliner,TikTok,Indonesia,2026-01-25
"Enakkk parah jujurrr, rasanya PERFECT bgttt 🫠🍪🤎 @Endorphins ","Enakkk parah jujurrr, rasanya PERFECT bgttt 🫠🍪🤎 @Endorphins Cookie  #endorphins #cookies #cemilanviral",# #endorphins #cookies #cemilanviral,Kuliner,TikTok,Indonesia,2026-01-25
". PANGSIT MIE SENJA . HARGA NYA GAK NGOTAK MURAHNYA, RASANYA",". PANGSIT MIE SENJA . HARGA NYA GAK NGOTAK MURAHNYA, RASANYA GAK NGOTAK ENAK BANGETT!😳😍 . Pangsit mie kesayangan mahasiswa di Malang. Emang udah paling tepat sihh kalo kalian makan pangsit mie disini, selain tempatnya yg ngalcerrr banget, masalahnya harga mie nya tuhh gk ngotak guys! masa seporsi cuman 13Knudah termasuk ayam, wonton ayam udang, bawang goreng, dan pangsit mie yg seabrekk!😍😍 Pilihannya bisa yg gurih atau yamin manis. Buat wisatawan jugaa cocok bangett makan disini, karena pangsit mie nya juga ngalam lop!! . 🏠 Pangsit Mie Senja 📍 Jl. Melati No.2, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 🔎 @pangsitmiesenja   HALAL . #kuliner1menit",# #kuliner1menit,Kuliner,TikTok,Indonesia,2026-01-25
Baru tau dimsum narawi sekarang udah ada variant yang dimsum,Baru tau dimsum narawi sekarang udah ada variant yang dimsum goreng mentai😍 #kuliner #kulinerjakarta #dimsum #dimsummentai #dimsumnarawi,#kuliner #kulinerjakarta #dimsum #dimsummentai #dimsumnarawi,Kuliner,TikTok,Indonesia,2026-01-25
Makan tetep nonor 1😅,Makan tetep nonor 1😅,,Kuliner,TikTok,Indonesia,2026-01-25
Kamu ga kangen Bandung?,Kamu ga kangen Bandung?,,Kuliner,TikTok,Indonesia,2026-01-25
serunya serbu promo group order di Mixue! buat kalian yang m,"serunya serbu promo group order di Mixue! buat kalian yang mau dapet promo dan giveaway dari Mixue, buruan pakai fitur group order Mixue sekarang! 😍✨ #CheersWithMIXUE #mixueindonesia @Mixue Indonesia Store",#cheerswithmixue #mixueindonesia #,Kuliner,TikTok,Indonesia,2026-01-25
Choipan singkawang dan bebek madura di jadikan satu tempat #,Choipan singkawang dan bebek madura di jadikan satu tempat #choipan #bebek #bebekmadura,#choipan #bebek #bebekmadura,Kuliner,TikTok,Indonesia,2026-01-25
"Cobain pertama, langsung suka sama bakwan malang halal di te","Cobain pertama, langsung suka sama bakwan malang halal di tengah pusat Jember ini!  Dulu tau tempat ini jualan ricebowl aja, terus kapan hari lewat sini ada tulisan bakwan malang, dan kemarin akhirnya mampir cobain. Waah ini kalo buatku salah satu bakwan malang yang enak, kuahnya gurih kaldu sapi, baksonya halus kenyal membal, pelengkapnya kayak siomay/ tahu bakso/ bakwan gorengnya🫶🏻 Ada menu lain cwi mie, sama aku pesen ricebowl ayam asam manisnya😋 BAKWAN MALANG LEGENDA @bakwanmalang.jbr  📍Jl. Gajahmada No. 229, Sebrang Telkom Gajahmada, Kaliwates, Jember ⏰ 12.00-21.00 (Senin-Minggu) ✅ gofood & grabfood  💸 Pembayaran Cash & QRIS #kulinerjember #dibuatlapernjio #kulinerviral #kulinertrending",#kulinerjember #dibuatlapernjio #kulinerviral #kulinertrending,Kuliner,TikTok,Indonesia,2026-01-25
Buburnya lembut banget seporsi 13.000 enak panas #food #food,Buburnya lembut banget seporsi 13.000 enak panas #food #foodie #kuliner #idejualan,#food #foodie #kuliner #idejualan,Kuliner,TikTok,Indonesia,2026-01-25
Cobain new vibesnya Gyudonay Ramen🍃  Menurutku ramennya enak,Cobain new vibesnya Gyudonay Ramen🍃  Menurutku ramennya enak & harganya murah makan berdua habis cuma 100rb aja😭👋🏻  📍Gyudonay Ramen  Surabaya  #ramensurabaya #surabayatiktok #kulinersurabaya #promomakanharian #creatorsearchinsights,#ramensurabaya #surabayatiktok #kulinersurabaya #promomakanharian #creatorsearchinsights,Kuliner,TikTok,Indonesia,2026-01-25
Ayam richeese cuman 29rb pake aplikasi yup! Gas cobain 🥰 #th,Ayam richeese cuman 29rb pake aplikasi yup! Gas cobain 🥰 #thinkyup #yup #diskon #promo #ayamricheese,#thinkyup #yup #diskon #promo #ayamricheese,Kuliner,TikTok,Indonesia,2026-01-25
recommend Fadil Jaidi emang selalu bikin ngiler 🤤✨  #RotiIsi,recommend Fadil Jaidi emang selalu bikin ngiler 🤤✨  #RotiIsiSusu #RosuPiscok #foodhacks #fyp,#rotiisisusu #rosupiscok #foodhacks #fyp,Kuliner,TikTok,Indonesia,2026-01-25
matcha lovers wajib kumpul & cobain ini 😍🫶🏻,matcha lovers wajib kumpul & cobain ini 😍🫶🏻,,Kuliner,TikTok,Indonesia,2026-01-25
"Iseng beli karena deket dari kos, eh malah ketagihan hihi😅 W","Iseng beli karena deket dari kos, eh malah ketagihan hihi😅 Wajib cobain yang ayam suwir pedas & jadonya🫵🏻🫵🏻 Ada yang tau cireng isi iji engga? Cabang pertamanya ada di Singosari loh ✨ 📍Samping Indomaret Simpang Borobudur (Pujasera) #exploremalang #infomalang #malangkuliner #kulinermalang #mahasiswamalang",#exploremalang #infomalang #malangkuliner #kulinermalang #mahasiswamalang,Kuliner,TikTok,Indonesia,2026-01-25
"makan indomie di ketinggian 1.664 mdpl, yg bilang gue naik o","makan indomie di ketinggian 1.664 mdpl, yg bilang gue naik ojek, fix haters☺️",,Kuliner,TikTok,Indonesia,2026-01-25
New dessert bar cafe di Jogja 🧁 🌸  Ketagihan banget sama Sal,New dessert bar cafe di Jogja 🧁 🌸  Ketagihan banget sama Salt bread cheesenya✨ 🥐 #jogja #yogyakarta #butterhalfjogja #cafejogja #kulinerjogja,#jogja #yogyakarta #butterhalfjogja #cafejogja #kulinerjogja,Kuliner,TikTok,Indonesia,2026-01-25
"No gimmick, nyoklat, creamy dan signature taste kitkatnya on","No gimmick, nyoklat, creamy dan signature taste kitkatnya on point #KitKatChocolateDrink #AdaBreakAdaKitKat @KITKAT_ID",#kitkatchocolatedrink #adabreakadakitkat,Kuliner,TikTok,Indonesia,2026-01-25
Bocoran resepnya gak kaleng kaleng 😍🫶🏻Cobain Indomie Hype Ab,Bocoran resepnya gak kaleng kaleng 😍🫶🏻Cobain Indomie Hype Abis Mi Nyemek Ala Jogja Rasa Rendang sekarang! @Indomie Official Store,#,Kuliner,TikTok,Indonesia,2026-01-25
Cobain SEMUA Pocky Jepang #japan #snacks #food #review #fyp,Cobain SEMUA Pocky Jepang #japan #snacks #food #review #fyp,#japan #snacks #food #review #fyp,Kuliner,TikTok,Indonesia,2026-01-25
Dijamin bawa 50k aja udah bisa makan enak di acara ini !!!! ,Dijamin bawa 50k aja udah bisa makan enak di acara ini !!!!  #sibungbung #mukbang #reviewmakanan,#sibungbung #mukbang #reviewmakanan,Kuliner,TikTok,Indonesia,2026-01-25
"Nangka terenak no debat !!!!  Udah dikupasin beraih , tingga","Nangka terenak no debat !!!!  Udah dikupasin beraih , tinggal hap aja ….  #sibungbung #mukbang #reviewmakanan #juliemango @juliemango",#sibungbung #mukbang #reviewmakanan #juliemango #,Kuliner,TikTok,Indonesia,2026-01-25
kobisa seenak ini Ayam Soto Jeniper,kobisa seenak ini Ayam Soto Jeniper,,Kuliner,TikTok,Indonesia,2026-01-25
enakan warkop agam atau warkop agem ⁉️ #foodreview #warkop #,enakan warkop agam atau warkop agem ⁉️ #foodreview #warkop #mie #fyp,#foodreview #warkop #mie #fyp,Kuliner,TikTok,Indonesia,2026-01-25
Makan dimsum kak @Itsfrydays lagi bener-bener gakbosen apala,Makan dimsum kak @Itsfrydays lagi bener-bener gakbosen apalagi sekarang udah punya hack terbaru kaya gini!😍 Pakai @sambalindofoodofficial biar makin nagih. cobain deh! #PedasVersiLo #GakAsalPedas #kuliner #dimsum #dimsumkeju,# # #pedasversilo #gakasalpedas #kuliner #dimsum #dimsumkeju,Kuliner,TikTok,Indonesia,2026-01-25
Challenge Buat Roti Piscok With my Sister  #RosuPiscok #Roti,Challenge Buat Roti Piscok With my Sister  #RosuPiscok #RotiisiSusuPisangCoklat #challenge #food #fyp,#rosupiscok #rotiisisusupisangcoklat #challenge #food #fyp,Kuliner,TikTok,Indonesia,2026-01-25
Porsi ugal-ugalan bikin kenyang seharian 🤤🫶🏻,Porsi ugal-ugalan bikin kenyang seharian 🤤🫶🏻,,Kuliner,TikTok,Indonesia,2026-01-25
yg sopan sm kapten                                          ,yg sopan sm kapten                                                       #freyajkt48 #ellajkt48 #jkt48,#freyajkt48 #ellajkt48 #jkt48,Kuliner,TikTok,Indonesia,2026-01-25
karakter sanrio favorite kalian apa niiyy?🙌😋,karakter sanrio favorite kalian apa niiyy?🙌😋,,Kuliner,TikTok,Indonesia,2026-01-25
"best banget roti coklatnya, next pake susu ah🤤 @roticoklatku","best banget roti coklatnya, next pake susu ah🤤 @roticoklatku.express",#,Kuliner,TikTok,Indonesia,2026-01-25
kali ini ke event ga cuma kulineran tapi bisa padel juga di ,kali ini ke event ga cuma kulineran tapi bisa padel juga di GBK??! cuma di #CimoryMOOveFest2026 gokilll,#cimorymoovefest2026,Kuliner,TikTok,Indonesia,2026-01-25
Hack bikin steamed egg under 5 menit 🤫 Cup noodles-nya bebas,"Hack bikin steamed egg under 5 menit 🤫 Cup noodles-nya bebas mau pake merk apa. Kalo pake korean noodles, tambahin sesame oil di akhir dikit, sama topping sayurnya masukin di akhir, jangan bareng mie, biar jadi gyeran jjim. Basically kalian pilih kaldu yang kalian mau aja. Ini aku pakai thai cup noodles merk mama, rasa green curry. Nampol juga i like. Tapi aku tambahin santan ke kuahnya karena kebetulan lagi ada di kulkas haha. Kalo watt microwave kalian nggak terlalu tinggi, tambahin durasinya ya, make sure telurnya mateng, karena egg white ga boleh dimakan mentah. Aku pernah coba pake 2 telur, tapi matengnya lebih lama. Dia bakal ngembang gitu, jadi ati-ati kalo microwave lewat dari 1 menit, jangan sampe meledak telurnya. Ada yang udah pernah coba hack ini? #instantnoodle #foodhack #tipsmakan",#instantnoodle #foodhack #tipsmakan,Kuliner,TikTok,Indonesia,2026-01-25
ANGPAO UANG GRATIS UNTUK SEMUA ORDERAN JOYBOX TANGGAL 11 DEC,ANGPAO UANG GRATIS UNTUK SEMUA ORDERAN JOYBOX TANGGAL 11 DECEMBER 🥳🤑💰 KHUSUS CHECKOUT DI LIVE SHOPPING YOUTUBE AKU : Jessica effendy  Jam : 3 sore - 8 malem  JANGAN LUPA CHECKOUT Uang angpao thr mulai dari 10 ribu rupiah - 100 ribu rupiah !! 🥳💸💰🤑 #joybox #slime #fyp #joyboxslime,#joybox #slime #fyp #joyboxslime,Kuliner,TikTok,Indonesia,2026-01-25
"Outfit gak kepikiran, tapi vibes-nya luar biasa. Blackpink d","Outfit gak kepikiran, tapi vibes-nya luar biasa. Blackpink di GBK, and I’m just so happy to be there! 💖 BLACKPINK DAY 1  #Blackpink #BlackpinkJakarta #BlackpinkInJakarta #blackpinkconcert",#blackpink #blackpinkjakarta #blackpinkinjakarta #blackpinkconcert,Kuliner,TikTok,Indonesia,2026-01-25
tetangga ngasih takoyaki… #tetangga #takoyaki #mukbang #maka,tetangga ngasih takoyaki… #tetangga #takoyaki #mukbang #makan #foodtiktok,#tetangga #takoyaki #mukbang #makan #foodtiktok,Kuliner,TikTok,Indonesia,2026-01-25
Telur dinosaurus …..  #sibungbung #mukbang #reviewmakanan,Telur dinosaurus …..  #sibungbung #mukbang #reviewmakanan,#sibungbung #mukbang #reviewmakanan,Kuliner,TikTok,Indonesia,2026-01-25
Number 1 fan,Number 1 fan,,Kuliner,TikTok,Indonesia,2026-01-25
BEAUTIFUL SWITZERLAND 🇨🇭#switzerland #swissbeautiful #nature,BEAUTIFUL SWITZERLAND 🇨🇭#switzerland #swissbeautiful #nature #swiss #tiktoktravel,#switzerland #swissbeautiful #nature #swiss #tiktoktravel,Travel,TikTok,Indonesia,2026-01-25
All i want is you #CapCut #capcutpioneer #pioneertemplate #c,All i want is you #CapCut #capcutpioneer #pioneertemplate #christmas #couple,#capcut #capcutpioneer #pioneertemplate #christmas #couple,Travel,TikTok,Indonesia,2026-01-25
No filter no edit at GN. Putri 05.30 am✨🫶🏻 #gunung #hiking #,No filter no edit at GN. Putri 05.30 am✨🫶🏻 #gunung #hiking #healing #bandung #sunrise,#gunung #hiking #healing #bandung #sunrise,Travel,TikTok,Indonesia,2026-01-25
"Diajak tiktokan atau ujian, serius amat","Diajak tiktokan atau ujian, serius amat",,Travel,TikTok,Indonesia,2026-01-25
The endless winter of the Canadian Rockies,The endless winter of the Canadian Rockies,,Travel,TikTok,Indonesia,2026-01-25
AWAS AJA KALO SAMPE GA ENAK #foryoupage #fyp #viral #beranda,AWAS AJA KALO SAMPE GA ENAK #foryoupage #fyp #viral #beranda,#foryoupage #fyp #viral #beranda,Travel,TikTok,Indonesia,2026-01-25
Ga disangka otw anak 2 🫣,Ga disangka otw anak 2 🫣,,Travel,TikTok,Indonesia,2026-01-25
"Masih banyak waktu, masih banyak tempat yang belum dikunjung","Masih banyak waktu, masih banyak tempat yang belum dikunjungi, masih banyak makanan enak yang belum dicoba, masih banyak orang baik yang belom ditemui di perjalanan, masih banyak hal baik menanti. Jadi, semangat ya!",,Travel,TikTok,Indonesia,2026-01-25
"men are never celebrated, except in death #travel #solotrave","men are never celebrated, except in death #travel #solotravel",#travel #solotravel,Travel,TikTok,Indonesia,2026-01-25
The spot: #cinematic #pestarasaakhirtahun #bromo #nature #fy,The spot: #cinematic #pestarasaakhirtahun #bromo #nature #fypシ゚,#cinematic #pestarasaakhirtahun #bromo #nature #fypシ゚,Travel,TikTok,Indonesia,2026-01-25
Replying to @jeganvgd Moal baleg.,Replying to @jeganvgd Moal baleg.,#,Travel,TikTok,Indonesia,2026-01-25
#promomakangajian #fyp #promotiktok #promokimukatsu #flashsa,#promomakangajian #fyp #promotiktok #promokimukatsu #flashsale,#promomakangajian #fyp #promotiktok #promokimukatsu #flashsale,Travel,TikTok,Indonesia,2026-01-25
Song: 若是月亮还没来 ❤️#fyp #fypviraltiktok🖤シ゚☆♡ #fypシ #fypviraltik,Song: 若是月亮还没来 ❤️#fyp #fypviraltiktok🖤シ゚☆♡ #fypシ #fypviraltiktok🖤シ゚☆♡viral #china,#fyp #fypviraltiktok🖤シ゚☆♡ #fypシ #fypviraltiktok🖤シ゚☆♡viral #china,Travel,TikTok,Indonesia,2026-01-25
This winter is the time to go and explore #Winter #travel @t,This winter is the time to go and explore #Winter #travel @thenorthface #ad,#winter #travel # #ad,Travel,TikTok,Indonesia,2026-01-25
#theoc #summerroberts #mischabarton #fyp,#theoc #summerroberts #mischabarton #fyp,#theoc #summerroberts #mischabarton #fyp,Travel,TikTok,Indonesia,2026-01-25
Bob Dylan core #bobdylan #dontthinktwiceitsalright #fit #fit,Bob Dylan core #bobdylan #dontthinktwiceitsalright #fit #fitcheck #sandiego,#bobdylan #dontthinktwiceitsalright #fit #fitcheck #sandiego,Travel,TikTok,Indonesia,2026-01-25
biasa jalan jalan sendiri,biasa jalan jalan sendiri,,Travel,TikTok,Indonesia,2026-01-25
pov: jena and eunho yang suka Jajan #jajan #jena #eunho,pov: jena and eunho yang suka Jajan #jajan #jena #eunho,#jajan #jena #eunho,Travel,TikTok,Indonesia,2026-01-25
#foodfestival #kramatjati #fyp,#foodfestival #kramatjati #fyp,#foodfestival #kramatjati #fyp,Travel,TikTok,Indonesia,2026-01-25
ovsessed w this new top #ootd #fitcheck #fittok #outfitinspo,ovsessed w this new top #ootd #fitcheck #fittok #outfitinspo #fallfashion,#ootd #fitcheck #fittok #outfitinspo #fallfashion,Travel,TikTok,Indonesia,2026-01-25
This is THE perfume for a reason #perfume #chocomusk #pinter,This is THE perfume for a reason #perfume #chocomusk #pinterest #pinterestaesthetic #ch,#perfume #chocomusk #pinterest #pinterestaesthetic #ch,Travel,TikTok,Indonesia,2026-01-25
cek tag lokasi sekarang buat beli vouchernya!!! #aycesashimi,cek tag lokasi sekarang buat beli vouchernya!!! #aycesashimi #sushiyay #promotiktok #foodreview #fyp,#aycesashimi #sushiyay #promotiktok #foodreview #fyp,Travel,TikTok,Indonesia,2026-01-25
"Terima kasih 2025, welcoming the best things in 2026 #opentr","Terima kasih 2025, welcoming the best things in 2026 #opentrip #waerebo #nucamolas #2026",#opentrip #waerebo #nucamolas #2026,Travel,TikTok,Indonesia,2026-01-25
"built for humidity, not this. alhasil nyungsep di salju trus","built for humidity, not this. alhasil nyungsep di salju trus. 😭🙏🏻 #fyp #foryou #studyabroad #travel #norway",#fyp #foryou #studyabroad #travel #norway,Travel,TikTok,Indonesia,2026-01-25
the alps on 35mm 🎞️ #adventure #travel #outdoors,the alps on 35mm 🎞️ #adventure #travel #outdoors,#adventure #travel #outdoors,Travel,TikTok,Indonesia,2026-01-25
