caption,hashtag,kategori,keyword,platform,wilayah,tanggal
"28 likes, 0 comments - byebeli.gadget on February 24, 2025: ""Apple bikin gebrakan lagi! 🚀

Apple resmi meluncurkan iPhone 16e, yang hadir dengan performa tinggi berkat chip A18, kamera 48MP Fusion, baterai tahan lama hingga 26 jam, dan port USB-C!🤯

Dengan harga lebih terjangkau dibanding seri iPhone 16 lainnya, menurut kamu Worth it banget atau enggak nih? 🤔🔥 

#iPhone16e #iPhone16Series #InfoiPhone #iPhoneUpdates #AppleInnovation #NewiPhone #iPhoneLover #TeamiPhone #AppleHype #ReviewGadget #DailyTech #SewaiPhone #byebeligadget"". ",#applehype #appleinnovation #byebeligadget #dailytech #infoiphone #iphone16e #iphone16series #iphonelover #iphoneupdates #newiphone #reviewgadget #sewaiphone #teamiphone,Tech & Gadget,reviewgadget,Instagram,Indonesia,2026-02-03
"6,082 likes, 32 comments - reviewgadgetindonesia on October 27, 2024: ""Gimana review dari @vivo_indonesia #VivoV40Lite5G ini? mari kita bahas di youtube reviewgadgetindonesia atau cek link yang ada di bio ya guys

#Vivo #V40Lite5G #VivoV40Lite #explore #feed #igfeed #review #smartphone #gadget #reviewgadget #reviewgadgetindonesia #rgi"". ",#explore #feed #gadget #igfeed #review #reviewgadget #reviewgadgetindonesia #rgi #smartphone #v40lite5g #vivo #vivov40lite #vivov40lite5g,Tech & Gadget,reviewgadget,Instagram,Indonesia,2026-02-03
"2 likes, 0 comments - kartika.mojosongo on January 30, 2026: ""TOP TIER LIST: STYLUS WAWAWA EDISI JANUARI 2026! 🏆✍️

Sepanjang bulan Januari ini, lini Stylus Pen dari WAWAWA bener-bener jadi primadona! Banyak banget yang checkout, tapi banyak juga yang DM tanya:

""Min, bedanya seri A sama seri B apa?"" ""Min, yang enak buat gambar yang mana?"" ""Kalau buat nulis doang mending ambil yang mana?""

Tenang, Bestie! Kita udah kumpulkan deretan Best Stylus WAWAWA bulan ini. Tapi... kita nggak mau cuma kasih info setengah-setengah. 🤫 Penasaran mana yang paling JODOH sama kebutuhan kamu?

Tahan dulu! Kita bakal KUPAS TUNTAS detail spesifikasi dan perbedaannya di postingan selanjutnya!

Pastikan kamu udah Nyalakan Notifikasi 🔔 biar nggak ketinggalan ""kuliah"" singkat tentang per-Stylus-an ini. Jangan sampai salah pilih ya!

#WAWAWAStylus #BestOfJanuary2026 #StylusPeniPad #Teaser #ReviewGadget KartikaAccessories DigitalArt iPadUser InfoGadget ComingUpNext"". ",#bestofjanuary2026 #reviewgadget #styluspenipad #teaser #wawawastylus,Tech & Gadget,reviewgadget,Instagram,Indonesia,2026-02-03
"0 likes, 0 comments - kartikatlogosari on January 30, 2026: ""TOP TIER LIST: STYLUS WAWAWA EDISI JANUARI 2026! 🏆✍️

Sepanjang bulan Januari ini, lini Stylus Pen dari WAWAWA bener-bener jadi primadona! Banyak banget yang checkout, tapi banyak juga yang DM tanya:

""Min, bedanya seri A sama seri B apa?"" ""Min, yang enak buat gambar yang mana?"" ""Kalau buat nulis doang mending ambil yang mana?""

Tenang, Bestie! Kita udah kumpulkan deretan Best Stylus WAWAWA bulan ini. Tapi... kita nggak mau cuma kasih info setengah-setengah. 🤫 Penasaran mana yang paling JODOH sama kebutuhan kamu?

Tahan dulu! Kita bakal KUPAS TUNTAS detail spesifikasi dan perbedaannya di postingan selanjutnya!

Pastikan kamu udah Nyalakan Notifikasi 🔔 biar nggak ketinggalan ""kuliah"" singkat tentang per-Stylus-an ini. Jangan sampai salah pilih ya!

#WAWAWAStylus #BestOfJanuary2026 #StylusPeniPad #Teaser #ReviewGadget KartikaAccessories DigitalArt iPadUser InfoGadget ComingUpNext"". ",#bestofjanuary2026 #reviewgadget #styluspenipad #teaser #wawawastylus,Tech & Gadget,reviewgadget,Instagram,Indonesia,2026-02-03
"10 likes, 1 comments - telset.id on September 15, 2025: ""Motorola gempur pasar tablet Indonesia nih! 🔥 Mereka baru aja launching Moto Pad 60 Pro dan Moto Pad 60 Lite. Yang Pro speknya gahar abis, cocok buat yang butuh tablet all-in-one dengan fitur AI. Layar 12,7 inci resolusi 3K dengan refresh rate 144Hz bikin mata dimanjain banget. Chipset MediaTek Dimensity 8300 ngebut buat multitasking dan bikin konten. Ada fitur AI Tools dari Google juga buat belajar adaptif dan bikin catatan digital makin canggih. Baterai 10.200 mAh dengan fast charging 45W? Udah kayak powerbank berjalan! 💪

Yang Lite juga gak kalah menarik. Layar 10,1 inci resolusi 1200p udah bersertifikasi TÜV Low Blue Light, jadi aman buat nonton maraton. Dual speaker Dolby Atmos bikin suara makin hidup. Baterainya tahan sampai 9,5 jam buat streaming. Plus, udah dapet built-in stand case! Harganya juga bersahabat banget.

Moto Pad 60 Pro dibanderol Rp6.099.000, sedangkan Moto Pad 60 Lite cuma Rp1.839.000. Mulai tersedia 17 September 2025 di official store Motorola Indonesia dan e-commerce lainnya. Keren kan? 😎 #MotoPad60Series #MotorolaIndonesia #Tablet #Android #Teknologi #Gadget #ReviewGadget #telset #telsetid

sumber:
https://telset.id/gizmo/motorola-segera-luncurkan-moto-pad-60-series-tablet-pertama-di-indonesia/"". ",#android #gadget #motopad60series #motorolaindonesia #reviewgadget #tablet #teknologi #telset #telsetid,Tech & Gadget,reviewgadget,Instagram,Indonesia,2026-02-03
"2 likes, 0 comments - kartikasoba on January 29, 2026: ""MODIS AJA GAK CUKUP, PERFORMANYA JUGA HARUS GAHAR! 🔥🎧

Banyak yang naksir WAWAWA WA-TS03 Pro karena desainnya yang unik ala Cha Moo-hee. Tapi sudah tahu belum kalau ""jeroan""-nya juga canggih?

Cek detail spesifikasinya di sini:

📡 Bluetooth 5.1 Connection Koneksi jauh lebih stabil, pairing sat-set anti ribet, dan minim delay. Mau dengerin musik atau nonton drakor, suaranya mulus tanpa putus-putus.

👂 Earclip Design (OWS) Desain jepit yang ergonomis. Gak perlu masuk ke lubang telinga (Open Ear), jadi kuping kamu bebas iritasi dan tetap aware dengan suara sekitar. Dipake lari atau gym? Aman, gak gampang jatuh!

🔋 Long Play Time 6.5 Hours Bentuk boleh mungil, tapi baterainya badak! Sekali cas penuh, siap nemenin kamu dengerin ratusan lagu nonstop selama 6.5 jam.

Paket lengkap: Gaya dapet, spek dapet! 😎 🛒 Yuk, buktikan sendiri kualitasnya! Order sekarang di Kartika Accessories.

#WATS03Pro #ReviewGadget #SpesifikasiTWS #OWSIndonesia #EarclipWireless Bluetooth51 GadgetCanggih KartikaAccessories HeadsetBluetooth"". ",#earclipwireless #owsindonesia #reviewgadget #spesifikasitws #wats03pro,Tech & Gadget,reviewgadget,Instagram,Indonesia,2026-02-03
"map.gadget on May 22, 2025: ""iPhone 14 Pro vs iPhone 15 Pro — Battle Dua Flagship, Mana yang Cocok Buat Kamu?🙌🏻

Dua-duanya powerful, dua-duanya keren, tapi tetap punya perbedaan yang bikin kamu harus pilih sesuai kebutuhan:

• Desain: iPhone 15 Pro tampil lebih ringan berkat material titanium
• Performa: Chip A17 Pro di iPhone 15 Pro bikin gaming & multitasking makin mulus
• Kamera: Keduanya juara, tapi iPhone 15 Pro punya fitur ProRAW & log video makin maksimal
• Port: Yes, USB-C di iPhone 15 Pro adalah game changer!

Mau tetap setia di iPhone 14 Pro atau upgrade ke 15 Pro?
Dua-duanya punya keunggulan masing-masing, tinggal kamu pilih, kamu tim yang mana?🙌🏻

#MapGadget #iPhone14Pro #iPhone15Pro #BattleOfiPhone #GadgetUpdate #AppleIndonesia #ReviewGadget #iPhoneComparison"". ",#appleindonesia #battleofiphone #gadgetupdate #iphone14pro #iphone15pro #iphonecomparison #mapgadget #reviewgadget,Tech & Gadget,reviewgadget,Instagram,Indonesia,2026-02-03
"433 likes, 3 comments - ditekindo on January 13, 2026: ""Dari yang jago nulis tugas sampe yang bisa diajak curhat, semuanya ada. Lebih pengertian, gak pernah ghosting, dan yang pasti: GRATIS!

Save dulu biar gak nyesel pas butuh tapi lupa namanya. Tag temen kamu yang belum bisa move on (eh, maksudnya move on ke AI)! 👇""

#AI #Teknologi #ProductivityHack #AITools2026 #Ditekindo"". ",#ai #aitools2026 #ditekindo #productivityhack #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"4 likes, 0 comments - decaahardware.id on January 23, 2026: ""Windows berapa yang udah kalain pakai🤩🙌🏻 ? tulis di kolom komentar ya! 👇

#WindowsNostalgia #PCJadul #Teknologi #Fyp"". ",#fyp #pcjadul #teknologi #windowsnostalgia,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"7 likes, 0 comments - officialinfaqberkah on November 4, 2025: ""Teknologi itu kayak pisau — tergantung gimana kamu pakainya.
Bisa buat kebaikan, bisa juga buat kelalaian.
Gunakan teknologi untuk mendekat ke Allah, bukan makin jauh dari-Nya.
Karena di era digital ini, amal saleh pun bisa diklik. 🌍✨

💛 Yuk, manfaatkan teknologi untuk kebaikan! Donasi mudah lewat infaqberkah.id — bantu sesama tanpa batas ruang dan waktu.
📩 DM akun ini atau klik link di bio sekarang!

#InfaqBerkah #teknologi"". ",#infaqberkah #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"9 likes, 0 comments - dataindonesia.id on February 2, 2026: ""Berdasarkan laporan Microsoft, Singapura menjadi negara dengan tingkat adopsi kecerdasan buatan atau artificial intelligence/AI tertinggi di wilayah Asia Tenggara pada semester kedua tahun 2025. Hal ini lantaran sebanyak 60,9% penduduk usia kerja di Negeri Singa dilaporkan telah menggunakan AI.

Vietnam menempati posisi kedua dengan 23,5% penduduk usia kerja yang menggunakan AI. Posisinya diikuti oleh Malaysia lantaran sebanyak 19,7% warganya tercatat telah memanfaatkan teknologi AI.

Proporsi penduduk usia kerja di Filipina yang telah menggunakan AI sebesar 18,3%. Indonesia menempati posisi kelima dengan 12,7% penduduk usia kerjanya telah menggunakan teknologi AI.

Selanjutnya, persentase penduduk usia kerja di Thailand yang menggunakan AI sebesar 10,7%. Lalu, tingkat adopsi AI di Myanmar sebesar 9,1% pada semester II/2025.

Sebanyak 6,7% penduduk usia kerja di Laos telah memanfaatkan teknologi AI. Adapun, Kamboja menempati urutan kesembilan dengan 5,1% penduduk usia kerja yang menggunakan AI.

Sementara itu, data tingkat adopsi AI di Brunei Darussalam dan Timor Leste tidak tercantum dalam laporan Microsoft.

#DataIndonesiaID #DataViz #AI #ASEAN #teknologi"". ",#ai #asean #dataindonesiaid #dataviz #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"557 likes, 3 comments - merdekasiber on November 19, 2025: ""🚨 DARURAT 7-ZIP! CEK VERSI KAMU SEKARANG! 🚨

Hati-hati! Hacker sedang menyerang lewat celah keamanan di aplikasi 7-Zip. Cuma gara-gara ekstrak file, PC kamu bisa diambil alih total atau kena Ransomware! 😱

Jangan tunda, cek menu Help > About sekarang sebelum data hilang! Share info ini ke temanmu!

#7Zip #CyberSecurity #Malware #News #Update #Teknologi"". ",#7zip #cybersecurity #malware #news #teknologi #update,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"1,721 likes, 2 comments - bagikertas.id on January 30, 2026: ""Ini bukan bandara, tapi pabrik perakitan pesawat Boeing di Everett, Washington, Amerika Serikat 🇺🇸

Bangunan ini dikenal sebagai bangunan dengan volume terbesar di dunia.
Maksudnya bukan paling tinggi, tapi ruang di dalam gedungnya paling besar—gabungan dari panjang, lebar, dan tinggi bangunan.
Saking besarnya, beberapa pesawat berbadan lebar bisa dirakit sekaligus di dalam satu gedung.

🌥️ Fakta uniknya:
Karena volumenya yang ekstrem, pabrik ini pernah mengalami fenomena awan di dalam gedung.
Hal ini terjadi di awal pengoperasian, saat udara lembap terperangkap di ruang yang sangat besar dan sistem ventilasi belum sempurna.
Setelah sistem sirkulasi udara diperbaiki, fenomena ini tidak terjadi lagi.

Dari rangka kosong sampai siap diuji terbang, semua proses awal pesawat raksasa dimulai dari sini.

#PabrikPesawat #Boeing #Teknologi ✈️"". ",#boeing #pabrikpesawat #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"2 likes, 1 comments - getradius.id on November 30, 2025: ""Kenapa Teknologi Pangan di Indonesia Tidak Maju-Maju?

Selama teknologi pertanian hanya untuk dipamerkan, bukan untuk digunakan, maka kita akan tetap jadi negara agraris yang bekerja seperti abad lama.

untuk membaca artikel lebih lanjut hanya di website getradius.id https://getradius.id/news/75937-kenapa-teknologi-pangan-di-indonesia-tidak-maju-maju

#getradius #sosial #pangan #teknologi"". ",#getradius #pangan #sosial #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"4,919 likes, 239 comments - dp.bicarafakta on November 9, 2025: ""AI sekarang gak cuma pinter, tapi mulai manipulatif ⁉️

Penelitian terbaru nemuin fakta mengejutkan:

""Beberapa AI bisa bohong, pura-pura patuh, bahkan ngasih sumber palsu dengan meyakinkan.""

Gak heran banyak yang bilang, ini alarm bahaya sebelum semuanya terlambat.

AI harus diawasi, bukan cuma dikagumi ‼️

#fakta #ai #robot #digital #teknologi"". ",#ai #digital #fakta #robot #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"4,080 likes, 10 comments - dicoding on December 2, 2025: ""#FunFactTime! Teknologi itu luas banget, dan selalu ada hal menarik di baliknya. Semua cerita ini bikin kita sadar kalau dunia tech penuh kejutan! Punya fun fact lain yang unik atau jarang orang tahu? Drop di kolom komentar, ya! 👇😄

#dicoding #funfact #teknologi #bahasapemrograman #coding"". ",#bahasapemrograman #coding #dicoding #funfact #funfacttime #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"82K likes, 834 comments - opiniid on January 10, 2026: ""Jika seorang Elon Musk saja menamai produk mobil andalannya ‘Tesla’, berarti ada sesuatu dengan nama itu.

Setidaknya ia akan bikin bubur merah dan putih dulu sebelum nama ‘Tesla’ disematkan ke produk unggulannya itu.

#Tesla #Teknologi #Listrik #opiniid"". ",#listrik #opiniid #teknologi #tesla,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"9,933 likes, 707 comments - telset.id on November 29, 2025: ""NIK Bocor Dibiarkan, Kini Minta Scan Wajah?

Dejavu. Masih ingat janji manis 2017? ""Daftarkan NIK & KK, bebas SMS penipuan."" Realitanya? Data bocor, dijual bebas, dan SMS penipuan malah berevolusi jadi WA link judi slot. 📉

​Sekarang, muncul wacana baru: Registrasi SIM Card wajib Biometrik Wajah (Face Recognition). Alasannya klise: keamanan.

​Sebagai jurnalis, saya bertanya: Masuk akalkah menyerahkan data biometrik (wajah)—satu-satunya ""password"" yang tidak bisa kita ganti seumur hidup—kepada sistem yang kemarin baru saja kebobolan ransomware?

​Ini bukan soal teknologi. Ini soal kepercayaan. Sebelum minta wajah kami, tolong jawab: Siapa yang tanggung jawab atas bocornya NIK kami kemarin? @literasidigitalkomdigi

​Geser untuk analisa kritis (dan sedikit solusi satir) 👉
​#dataprivacy #registrasisimcard #biometrik #facerecognition #kominfo #cybersecurity #jurnalismekritis #opini #teknologi #indonesia #telsetid #telset"". ",#biometrik #cybersecurity #dataprivacy #facerecognition #indonesia #jurnalismekritis #kominfo #opini #registrasisimcard #teknologi #telset #telsetid,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"50K likes, 20K comments - sejutacita.id on November 11, 2025: ""Siapa yang mau terbang ke Jepang GRATIS + raih kesempatan beasiswa hingga Rp15juta/semester? 🙋‍♀️🙋‍♂️

Komen “MAU” & TAG 3 TEMEN, nanti MinCit spill caranya 👇

𝗪𝗲 𝗔𝗿𝗲 𝗢𝗽𝗲𝗻 𝗙𝗼𝗿 𝗦𝗲𝗷𝘂𝘁𝗮𝗖𝗶𝘁𝗮 𝗙𝘂𝘁𝘂𝗿𝗲 𝗟𝗲𝗮𝗱𝗲𝗿𝘀 𝗖𝗵𝗮𝗽𝘁𝗲𝗿 𝟭𝟮: 𝗝𝗮𝗽𝗮𝗻! 🇯🇵
✈️ 23–27 Juni 2026

🏆 Tersedia Beasiswa Pendidikan hingga Rp15.000.000/semester untuk 3 peserta terbaik!

𝗗𝗶 𝗝𝗲𝗽𝗮𝗻𝗴 𝗻𝗴𝗮𝗽𝗮𝗶𝗻 𝗮𝗷𝗮?
🏫 Campus Tour ke University of Tokyo & Osaka University
👩🏻‍💻 Workshop eksklusif bareng student & alumni kampus top Jepang
🚅 Naik Shinkansen dan jelajahi spot ikonik: Akihabara, Fushimi Inari, dan Kyoto Street
🎢 Seharian penuh di Tokyo Disneyland / DisneySea
🍡 Coba makanan khas Jepang seperti sushi, takoyaki, dan ramen!

Daftar sekarang sebelum ditutup💥
👉 dealls.com/sfl-daftar

#beasiswa #exchange #indonesia #jepang #tokyo #osaka #kyoto #university #kampus #trend #mahasiswa #leadership #skill #networking #student #sekolah #smp #sma #infokampus #jdrama #belajar #studentexchange #teknologi #genz #budayajepang #belajardijepang #explorejepang"". ",#beasiswa #belajar #belajardijepang #budayajepang #exchange #explorejepang #genz #indonesia #infokampus #jdrama #jepang #kampus #kyoto #leadership #mahasiswa #networking #osaka #sekolah #skill #sma #smp #student #studentexchange #teknologi #tokyo #trend #university,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"11K likes, 100 comments - opiniid on December 18, 2025: ""Rebecca Young, 12 tahun, berhasil ciptain tas punggung pemanas tenaga surya yang berfungsi sebagai selimut. Idenya berawal dari rasa empati ngeliat para tunawisma tidur kedinginan di trotoar.

Mmm, saat usia 12 tahun kita sudah bisa ngapain ya.

#Teknologi #Solarpanel #OpiniId"". ",#opiniid #solarpanel #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"723 likes, 420 comments - ngertive.ai on November 19, 2025: ""Ini beneran life hack buat kaum mageran. Gak perlu ribet buka browser atau install aplikasi berat, sekarang semua AI canggih ini udah bisa dichat lewat WhatsApp. Rasanya kayak punya asisten pribadi di kontak sendiri.

Mau link nomor nomornya biar tinggal klik? Komen “WA DOI” di bawah nanti aku kirim langsung ke DM.

Simpan postingan ini biar gak ilang pas butuh.#ai #aitools #whatsapp #chatgpt #teknologi #ngertiveai #tipsandtricks"". ",#ai #aitools #chatgpt #ngertiveai #teknologi #tipsandtricks #whatsapp,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"4 likes, 0 comments - dailyfeeds.id_ on January 25, 2026: ""Sejumlah raksasa teknologi global seperti Amazon, Nvidia, dan perusahaan teknologi Amerika Serikat lainnya menyatakan ketertarikan untuk berinvestasi di Indonesia. Minat ini mencerminkan kepercayaan terhadap potensi pertumbuhan ekonomi digital nasional, terutama dalam pengembangan infrastruktur teknologi, kecerdasan buatan, dan ekosistem digital jangka panjang.

#dailyfeeds #teknologi #investasi #ekonomidigital"". ",#dailyfeeds #ekonomidigital #investasi #teknologi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"78 likes, 0 comments - tcersid on September 10, 2025: ""VPN itu bukan sekedar aplikasi, tapi tameng privasi lo.
Buat yang sering internetan di WiFi umum, main game, atau sekadar streaming—pasti pernah ngerasa gak aman atau ribet gara-gara akses dibatasi.

Daripada panik mikirin data bocor, coba pake VPN dan rasain manfaatnya:
🔒 Data terenkripsi, privasi lo aman.
🌍 Bisa akses konten yang diblokir.
⚡ Kadang malah bikin koneksi lebih stabil.

💬 Lo sendiri biasanya pake VPN buat apa? Streaming, gaming, atau sekadar ngamanin WiFi kafe?

#IT #teknologi #vpn #tcersid #mautau #informasi"". ",#informasi #it #mautau #tcersid #teknologi #vpn,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"278 likes, 4 comments - wartaekonomi on January 31, 2026: ""Beragam proyek teknologi, sains, dan pertahanan menunjukkan skala investasi yang luar biasa dalam sejarah peradaban manusia. Dari eksplorasi luar angkasa hingga pengembangan sistem militer dan riset ilmiah, biaya pembangunan sejumlah objek tercatat mencapai miliaran hingga ratusan miliar dolar AS.

Daftar benda termahal yang pernah dibuat manusia ini disusun berdasarkan estimasi biaya pembangunan dan pengembangan dari berbagai sumber kredibel. Angka yang ditampilkan merupakan perkiraan dan dapat bervariasi tergantung metodologi perhitungan, cakupan program, serta periode waktu, sehingga tidak merepresentasikan harga jual komersial.

Naskah & Desain: Nahda

#WartaEkonomi #Infografik #EkonomiGlobal #TeknologiGlobal #teknologi"". ",#ekonomiglobal #infografik #teknologi #teknologiglobal #wartaekonomi,Tech & Gadget,teknologi,Instagram,Indonesia,2026-02-03
"316K likes, 289 comments - fikrisuhardi on January 20, 2026: ""Setiap ke sekolah, lihatlah bagaimana cara mereka berteman. Ada yang asli, ada juga yang “terpaksa”, bahkan yang menikmati kesendirian.

Acapkali merasa bahwa masuk ke dalam circle adalah sebuah kebanggaan dan pengakuan, namun tak jarang mereka sadar bahwa ada hal yang “dipaksakan” untuk bisa diterima oleh circle tersebut, sampai harus menggerus nilai dan prinsip baik, bahkan sampai kehilangan jati diri.

Untuk siswa yang hari ini ada dalam lingkungan pertemanan yang memaksa diri berpura-pura, sadarlah. Sadarlah untuk menyayangi diri, agar tidak kehilangan jati diri.

Selalu ada pilihan untuk menepi, untuk menarik diri dari hal yang merusak bahkan menghilangkan jati diri.

Kamu berharga, akan bertemu dengan orang-orang yang menghargaimu selama kamu menghargai diri sendiri ❤️

Gimana menurutmu?

#katakata #katakatabijak #motivasi #refleksi #siswa #pendidikan #guru #gurubk #bimbingandankonseling"". ",#bimbingandankonseling #guru #gurubk #katakata #katakatabijak #motivasi #pendidikan #refleksi #siswa,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"74K likes, 305 comments - mindset.maju on October 31, 2025: ""Energi itu menular.

Tanpa kamu sadari, kamu menyerap pola pikir, kebiasaan, dan cara pandang dari lingkungan sekitarmu.

Jika kamu dikelilingi oleh orang-orang yang penuh semangat, optimis, dan memiliki visi besar, maka kamu pun akan ikut tertular semangat itu.

Namun, jika lingkunganmu dipenuhi keluhan, pesimisme, dan kebiasaan buruk, maka tanpa sadar kamu juga bisa terseret dalam arus yang sama. 

Kamu adalah hasil dari lingkunganmu.

Cara kamu berbicara, bertindak, bahkan mengambil keputusan sangat dipengaruhi oleh orang-orang di sekelilingmu.

Itulah sebabnya, jika kamu ingin mengubah hidupmu, kamu harus mulai dengan mengubah lingkunganmu.

Lingkungan yang sama hanya akan menciptakan nasib yang sama. 

Jika kamu ingin nasibmu berubah, maka ubahlah lingkunganmu!

Dekatlah dengan mereka yang menginspirasi, yang menantangmu untuk menjadi lebih baik, yang percaya pada potensimu.

Ketika kamu berada di lingkungan yang positif, maka kamu akan semakin berkembang, dan nasibmu pun akan ikut berubah. 

Karena pada akhirnya, kamu adalah hasil dari lingkungan yang kamu pilih.

❤️ Temukan solusi tuntas masalah hidupmu sesuai potensi genetikmu pemberian Tuhan, hanya 5 MENIT!

⭐️ Bersama konsultan potensi genetik ahli resmi terlisensi!
💯 Bergaransi uang kembali 100% jika tidak akurat!
✨ Telah direkomendasikan para ahli dan artis!

Kunjungi link
👉 s.id/thenewyou
Klik bio sekarang!

📞 WA 0895-3394-04041

👉 follow
@mindset.maju 

#motivasi #cinta  #mindset #selfhealing #selfhelp #psikologi #inspirasi #mindsetsukses #mindsetpositif #selfimprovement #mentalhealth #kesehatanmental #motivasisukses #motivasihidup #stifin #tesstifin"". ",#cinta #inspirasi #kesehatanmental #mentalhealth #mindset #mindsetpositif #mindsetsukses #motivasi #motivasihidup #motivasisukses #psikologi #selfhealing #selfhelp #selfimprovement #stifin #tesstifin,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"135K likes, 130 comments - fajriahz_ on November 10, 2025: ""Berhenti bandingin hidupmu dengan hidup orang lain. Fokus dengan dirimu sendiri, kamu pelan tapi kamu bertumbuh. 

Gimana pendapatmu? Kita diskusi di kolom komentar!

Akun ini menyuarakan ""Anak Muda Harus Produktif"".

#motivasi #motivation #selfgrowth #selfdevelopment #selﬁmprovement #anakmuda #AnakMudaHarusProduktif #DutaProduktif"". ",#anakmuda #anakmudaharusproduktif #dutaproduktif #motivasi #motivation #selfdevelopment #selfgrowth #selﬁmprovement,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"54K likes, 29 comments - firman_nhakim on January 13, 2026: ""Jalani, Nikmati, dan  Perbaiki,  terlambat bukan berarti Gagal.

Karena Mimpi yang indah butuh perjuangan yang tidak mudah.

Betul gak ? 

Semangat walau gak kuat.

Font : freehand Blockletter 
Foto by Unplash
.
.
.
.
.
#reminder #motivasi #katakata #aesthetic #typography"". ",#aesthetic #katakata #motivasi #reminder #typography,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"28K likes, 96 comments - gerryhabelhukubun.official on January 14, 2026: ""Jujur itu mahal. Kamu gak bisa nemu di orang yang murahan. Sudah karakternya gitu akan tetap gitu....

#gerryhukubun #motivasigerryhukubun #motivasi #motivasidiri #jujur 

Setuju???"". ",#gerryhukubun #jujur #motivasi #motivasidiri #motivasigerryhukubun,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"106K likes, 1,139 comments - i.am.hartono on November 5, 2025: ""Orang Yang Hidupnya Berantakan
Biasanya Suka Banget Ngurusin Hidup Orang Lain, Padahal Kalau Dia Mau Jujur Dia Aja Gak Becus Urusin Hidup Dia Sendiri.

#kehidupan #mindset #pilihanhidup #usaha #realita #motivasi"". ",#kehidupan #mindset #motivasi #pilihanhidup #realita #usaha,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"6,257 likes, 9 comments - futuremindset_id on December 25, 2025: ""Teruslah berusaha, bukan hanya jadi pintar. 
Karena hasil besar lahir dari usaha yang konsisten, bukan hanya kecerdasan.

Follow @futuremindset_id untuk inspirasi dan semangat harian! 🚀
#futuremindset #quote #motivasi #selfgrowth🌱 #foryou"". ",#foryou #futuremindset #motivasi #quote #selfgrowth,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"3,936 likes, 19 comments - cuangenz_id on January 24, 2026: ""Motivasi itu naik turun.
Hari ini semangat, besok bisa hilang.

Makanya, orang yang benar-benar berhasil
bukan yang paling termotivasi,
tapi yang tetap jalan meski nggak selalu semangat.

Kesuksesan lahir dari disiplin kecil:
bangun walau malas,
mulai walau belum sempurna,
konsisten walau hasil belum kelihatan.

Hal kecil yang kamu ulang setiap hari
pelan-pelan membentuk hidup
yang dulu cuma bisa kamu bayangkan.

Ingat ini:
bukan tindakan besar yang mengubah hidup,
tapi kebiasaan kecil yang kamu pertahankan.

📩 Komen “MINDSET”
kami akan kirimkan e-book via lewat DM.

yang membantu mengubah pola pikir tentang disiplin, konsistensi, dan proses menuju sukses.

Kalau kamu siap berhenti bergantung pada motivasi
dan mulai membangun disiplin,
langkah pertamanya ada di sini 💪🔥

#motivasi #billgates #mindset #growth #financialfreedom"". ",#billgates #financialfreedom #growth #mindset #motivasi,Motivasi & Quotes,motivasi,Instagram,Indonesia,2026-02-03
"425K likes, 475 comments - syifa_zarra on January 18, 2026: ""“Yang ganteng atau yang kaya?”
Aku tersenyum getir mendengarnya.

Sebab yang aku pilih bukan tentang apa yang bisa dipamerkan, melainkan tentang siapa yang tetap mencariku saat aku memilih diam dalam marahku.

Dia yang tahu aku kecewa, namun tak menyerah. Dia yang egonya terluka, namun tetap mengetuk hatiku dengan sabar.

Karena cinta pada akhirnya, bukan soal rupa yang memikat mata atau harta yang menenangkan dunia; melainkan tentang seseorang yang tidak pergi saat aku sedang sulit untuk dicintai.

#syifazarra #pmudahijrah #quotes"". ",#pmudahijrah #quotes #syifazarra,Motivasi & Quotes,quotes,Instagram,Indonesia,2026-02-03
